Dataset,User Number,Itemset Size,Dummy Item Proportion,k,Candidate Set Size,Privacy_Parameter,User Itemset Size,RE1,RE2,NDCG1,NDCG2,Start Time,Finishe Time
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.54304024467374368,0.22847987766312813,0.99888,0.99888,2018-05-24 17:58:52.599012,2018-05-24 19:12:15.366957
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.52466716921041023,0.76233358460520506,0.8404,0.8404,2018-05-24 17:58:52.599012,2018-05-24 20:24:10.270616
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.95388068133610271,0.4766226877481915,1.0,1.0,2018-05-24 17:58:52.599012,2018-05-24 21:30:04.180258
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.29774948617015373,0.64887474308507687,0.9242,0.9242,2018-05-24 17:58:52.599012,2018-05-24 22:45:44.108355
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.15847448710025655,0.42076275644987171,0.99104,0.99104,2018-05-24 17:58:52.599012,2018-05-24 23:51:01.550358
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.28507066816482068,0.35746466591758969,0.9958,0.9958,2018-05-24 17:58:52.599012,2018-05-25 01:03:26.755262
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,1.0756996480208718,0.53318503021253638,1.0,1.0,2018-05-24 17:58:52.599012,2018-05-25 02:16:48.491289
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.47689502541246154,0.73844751270623066,0.85456,0.85456,2018-05-24 17:58:52.599012,2018-05-25 03:27:49.410355
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.042168516851128011,0.52108425842556405,0.97272,0.97272,2018-05-24 17:58:52.599012,2018-05-25 04:40:30.005413
kosarak_converted_items,69999,25000,43.38680552579323,1,2,3,50,0.99209839637446151,0.49033344725398098,1.0,1.0,2018-05-24 17:58:52.599012,2018-05-25 05:49:30.463399
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.38485570891083609,0.83346713633899117,0.82586,0.82586,2018-05-24 17:58:52.599012,2018-05-25 06:52:55.920032
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.33300374907357172,0.83325093726839294,0.84362,0.84362,2018-05-24 17:58:52.599012,2018-05-25 08:20:48.279833
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,1.3576438400658626,1.0894109600164656,0.38632,0.38632,2018-05-24 17:58:52.599012,2018-05-25 09:29:53.225783
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.61318736708774546,0.76216241442623112,0.84838,0.8484,2018-05-24 17:58:52.599012,2018-05-25 10:39:35.990787
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.40955513386593767,0.6476112165335155,0.9905,0.9905,2018-05-24 17:58:52.599012,2018-05-25 11:43:23.146134
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.94642962427240063,0.9087710692546771,0.59214,0.59214,2018-05-24 17:58:52.599012,2018-05-25 13:01:07.425436
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.68014630809544763,0.92003657702386188,0.71134,0.71134,2018-05-24 17:58:52.599012,2018-05-25 14:04:37.816625
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.9396227505311634,0.6242876478664765,0.9572,0.95722,2018-05-24 17:58:52.599012,2018-05-25 15:14:21.122414
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.18040011821829136,0.79510002955457282,0.92436,0.92436,2018-05-24 17:58:52.599012,2018-05-25 16:23:33.628969
kosarak_converted_items,69999,25000,43.38680552579323,2,4,3,50,0.32563331810643964,0.79059540415659701,0.88682,0.88682,2018-05-24 17:58:52.599012,2018-05-25 17:32:05.612780
kosarak_converted_items,69999,25000,43.38680552579323,3,6,3,50,0.47590756468993445,0.75795447142372652,0.9040398886378445,0.9040702961391817,2018-05-24 17:58:52.599012,2018-05-25 18:35:50.986435
kosarak_converted_items,69999,25000,43.38680552579323,3,6,3,50,0.41269953194090098,0.84832344344151289,0.8568517905414902,0.8568517905414902,2018-05-24 17:58:52.599012,2018-05-25 19:38:58.480801
kosarak_converted_items,69999,25000,43.38680552579323,3,6,3,50,0.83040888951728198,0.94705254062394029,0.816Dataset,User Number,Itemset Size,Dummy Item Proportion,k,Candidate Set Size,Privacy_Parameter,User Itemset Size,RE1,RE2,NDCG1,NDCG2,Start Time,Finishe Time
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.30076745035936164,0.65038372517968079,0.977,0.977,2018-05-26 14:17:38.782270,2018-05-26 14:17:58.701897
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.12260933122182976,0.56130466561091485,0.99,0.99,2018-05-26 14:17:38.782270,2018-05-26 14:18:01.988724
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.09337312705567051,0.54668656352783529,0.993,0.993,2018-05-26 14:17:38.782270,2018-05-26 14:18:05.315965
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.19904982336459975,0.59952491168229993,0.987,0.987,2018-05-26 14:17:38.782270,2018-05-26 14:18:08.613942
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.0081008649043732353,0.50405043245218661,0.998,0.998,2018-05-26 14:17:38.782270,2018-05-26 14:18:11.901412
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.24199049823364602,0.62099524911682291,0.986,0.986,2018-05-26 14:17:38.782270,2018-05-26 14:18:15.278998
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.022658058228773304,0.48867097088561334,0.995,0.995,2018-05-26 14:17:38.782270,2018-05-26 14:18:18.695365
Random_Itemset_different_privacy_003_5e5_true_5_backup,500000,1000,10.060128,1,2,4,50,0.16061639663783656,0.078212937020343473,1.0,1.0,2018-05-26 14:17:38.782270,2018-05-26 14:18:22.061902
