Dataset,User Number,Itemset Size,Dummy Item Proportion,k,Candidate Set Size,Privacy_Parameter,User Itemset Size,RE1,RE2,NDCG1,NDCG2,Start Time,Finishe Time
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,3,50,0.24424691874206356,0.35128280414172974,0.9929048001868579,0.9880108387548172,2018-05-23 18:25:18.288000,2018-05-23 18:26:31.693000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,3,50,0.33845292112320374,0.45277671808273634,0.9919332960923033,0.9929609165706833,2018-05-23 18:25:18.288000,2018-05-23 18:26:33.904000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.25693611373439862,0.27966221062112223,0.9948103996451757,0.997142947015639,2018-05-23 18:25:18.288000,2018-05-23 18:26:36.537000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.3065517500093784,0.48899469727480183,0.9893982395291288,0.9913048499517174,2018-05-23 18:25:18.288000,2018-05-23 18:26:38.786000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.29643740786942396,0.40293841590456325,0.9946617321335995,0.9831164472628587,2018-05-23 18:25:18.288000,2018-05-23 18:26:41.528000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.23656120232104072,0.51560550842118069,0.9914819681565491,0.9836094859849277,2018-05-23 18:25:18.288000,2018-05-23 18:26:43.770000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.20680015624172443,0.34424912956643333,0.9959948426768697,0.9964307649194161,2018-05-23 18:25:18.288000,2018-05-23 18:26:46.264000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.28610668284402074,0.39760620989613848,0.9929691166616198,0.9937107727858946,2018-05-23 18:25:18.288000,2018-05-23 18:26:48.530000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.37217580832346986,0.31488951914186081,0.9919979281559174,0.9835925929526805,2018-05-23 18:25:18.288000,2018-05-23 18:26:51.050000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.33034768775469669,0.33241468890114445,0.9958793973019239,0.9967123039770923,2018-05-23 18:25:18.288000,2018-05-23 18:26:53.591000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.25855555257624607,0.33269333762927644,0.9897255481704247,0.9920318060585773,2018-05-23 18:25:18.288000,2018-05-23 18:26:55.914000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,4,50,0.25802955961590562,0.35057014440268885,0.9960486432004695,0.9970818648409565,2018-05-23 18:25:18.288000,2018-05-23 18:26:58.658000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.23301493861174033,0.34866507310965306,0.994760694829378,0.9963650380323955,2018-05-23 18:25:18.288000,2018-05-23 18:27:00.931000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.23018055109693425,0.24366705420596696,0.9968026788452123,0.9968533897794957,2018-05-23 18:25:18.288000,2018-05-23 18:27:03.493000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.26220517547177435,0.21696641716758275,0.9949989808255427,0.9965997926931766,2018-05-23 18:25:18.288000,2018-05-23 18:27:05.745000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.21950363888738766,0.21158274444078592,0.9961300489579621,0.9975127500448926,2018-05-23 18:25:18.288000,2018-05-23 18:27:08.286000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.22443724673014193,0.34018516182922637,0.9916121918659293,0.9934987160131825,2018-05-23 18:25:18.288000,2018-05-23 18:27:10.549000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.22959162270720379,0.26788748961463926,0.9911575139753167,0.9921823158629539,2018-05-23 18:25:18.288000,2018-05-23 18:27:12.974000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.32738832633999182,0.19140497043108232,0.9921233372743647,0.994031856607792,2018-05-23 18:25:18.288000,2018-05-23 18:27:15.500000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.24392303762233203,0.37360567640127906,0.995362382310026,0.9968887816912565,2018-05-23 18:25:18.288000,2018-05-23 18:27:17.746000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.22079973406829176,0.26107527809447528,0.9925898012999842,0.9937091915562798,2018-05-23 18:25:18.288000,2018-05-23 18:27:20.392000
